2022-12-09 09:49:21,723 INFO    StreamThr :38943 [internal.py:wandb_internal():87] W&B internal server running at pid: 38943, started at: 2022-12-09 09:49:21.718782
2022-12-09 09:50:22,746 DEBUG   SystemMonitor:38943 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-09 09:50:22,751 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:50:33,259 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:50:33,262 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:50:48,536 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:50:48,539 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:50:52,757 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:51:03,892 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:51:03,895 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:51:19,237 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:51:19,241 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:51:22,761 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:51:34,571 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:51:34,574 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:51:49,926 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:51:49,929 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:51:52,763 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:52:05,294 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:52:05,296 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:52:20,649 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:52:20,656 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:52:22,986 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:52:37,994 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:52:37,997 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:52:52,771 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:52:53,327 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:52:53,328 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:53:08,689 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:53:08,694 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:53:22,801 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:53:24,052 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:53:24,053 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:53:39,987 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:53:39,997 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:53:52,785 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:53:55,405 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:53:55,407 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:54:10,779 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:54:10,782 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:54:22,789 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:54:26,148 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:54:26,148 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:54:52,799 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:55:22,797 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:55:52,849 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
2022-12-09 09:56:22,846 DEBUG   SenderThread:38943 [sender.py:send():303] send: stats
