2022-12-08 21:23:50,102 INFO    StreamThr :28916 [internal.py:wandb_internal():87] W&B internal server running at pid: 28916, started at: 2022-12-08 21:23:50.100089
2022-12-08 21:24:03,920 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:03,932 INFO    Thread-16 :28916 [upload_job.py:push():143] Uploaded file /var/folders/f7/_5pz8dhj69z82qchj0w82tgw0000gn/T/tmpfo7hvs98wandb/2zejqeg4-wandb-metadata.json
2022-12-08 21:24:05,923 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:11,941 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:16,133 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:24:16,134 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:24:19,960 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:21,967 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/config.yaml
2022-12-08 21:24:27,975 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:31,487 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:24:31,491 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:24:38,012 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:46,042 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:24:46,897 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:24:46,902 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:24:51,054 DEBUG   SystemMonitor:28916 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-08 21:24:51,073 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:24:58,095 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:25:02,386 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:25:02,386 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:25:06,116 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:25:16,139 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:25:17,711 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:25:17,711 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:25:21,073 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:25:24,222 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:25:33,078 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:25:33,084 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:25:42,228 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:25:48,240 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:25:48,402 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:25:48,406 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:25:51,080 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:25:58,273 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:03,909 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:26:03,910 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:26:06,333 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:16,381 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:19,294 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:26:19,295 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:26:21,095 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:26:24,404 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:34,457 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:34,644 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:26:34,645 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:26:42,519 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:50,092 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:26:50,096 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:26:51,101 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:26:52,520 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:26:58,530 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:27:05,430 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:27:05,435 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:27:10,570 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:27:16,590 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:27:20,795 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:27:20,796 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:27:21,130 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:27:26,624 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:27:34,646 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:27:36,202 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:27:36,207 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:27:48,701 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
2022-12-08 21:27:51,128 DEBUG   SenderThread:28916 [sender.py:send():303] send: stats
2022-12-08 21:27:51,827 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:27:51,830 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:27:56,747 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/output.log
